player,stock,percent,position x,position y,character,action,action frame,facing,shield_strength,jumps_left,on_ground,invulnerable,speed air x self,speed ground x self,speed x attack,speed y attack,speed y self
1,4,28,49.928883,3.5456061,Character.FOX,Action.DAMAGE_NEUTRAL_2,6,True,60.0,1,False,False,0.0,0.0,-0.025613183,0.68772316,-1.15
2,4,12,57.864147,1e-04,Character.FALCO,Action.NEUTRAL_ATTACK_1,8,False,60.0,2,True,False,0.0,0.0,0.0,0.0,0.0
1,4,28,49.905167,2.8023646,Character.FOX,Action.DAMAGE_NEUTRAL_2,7,True,60.0,1,False,False,0.0,0.0,-0.023715083,0.6367585,-1.38
2,4,12,57.864147,1e-04,Character.FALCO,Action.NEUTRAL_ATTACK_1,9,False,60.0,2,True,False,0.0,0.0,0.0,0.0,0.0
1,4,28,49.88335,1.7781584,Character.FOX,Action.DAMAGE_NEUTRAL_2,8,True,60.0,1,False,False,0.0,0.0,-0.021816982,0.58579385,-1.61
2,4,12,57.864147,1e-04,Character.FALCO,Action.NEUTRAL_ATTACK_1,10,False,60.0,2,True,False,0.0,0.0,0.0,0.0,0.0
1,4,28,49.86343,0.47298765,Character.FOX,Action.DAMAGE_NEUTRAL_2,9,True,60.0,1,False,False,0.0,0.0,-0.019918881,0.5348292,-1.84
2,4,12,57.864147,1e-04,Character.FALCO,Action.NEUTRAL_ATTACK_1,11,False,60.0,2,True,False,0.0,0.0,0.0,0.0,0.0
1,4,28,49.84541,-1.1131477,Character.FOX,Action.DAMAGE_NEUTRAL_2,10,True,60.0,1,False,False,0.0,0.0,-0.01802078,0.48386455,-2.07
2,4,12,57.864147,1e-04,Character.FALCO,Action.NEUTRAL_ATTACK_1,12,False,60.0,2,True,False,0.0,0.0,0.0,0.0,0.0
1,4,28,49.82929,9.9897385e-05,Character.FOX,Action.DAMAGE_NEUTRAL_2,11,True,60.0,2,True,False,0.0,0.0,-0.01612268,0.4328999,-2.3
