1,-0.004848,0.166251,0.012747
2,-0.007815,0.085428,0.014516
3,-0.006404,0.324898,0.023278
4,-0.006326,0.042660,0.020297
5,-0.006070,1.382824,0.033604
6,-0.007806,0.072860,0.015328
7,-0.008030,0.780647,0.037428
8,-0.011989,1.295026,0.023972
9,-0.006490,0.061878,0.014025
10,-0.010642,0.425571,0.025994
11,-0.008514,0.191172,0.019941
12,-0.006858,0.042557,0.014708
13,-0.005854,0.203579,0.025377
14,-0.012755,1.415912,0.057930
15,-0.002273,0.012014,0.009248
16,-0.008057,0.470384,0.021946
17,-0.004076,0.190958,0.012356
18,-0.002100,0.026211,0.012009
19,-0.004561,0.024059,0.013424
20,-0.007911,0.012008,0.014166
21,-0.008464,0.052422,0.018716
22,-0.009012,0.066106,0.022703
23,-0.009861,0.082725,0.023082
24,-0.008630,0.328190,0.037955
25,-0.009347,0.465652,0.028785
26,0.000526,1.305651,0.037912
27,-0.005412,0.010745,0.012374
28,-0.007833,0.046728,0.016502
29,-0.004841,0.225153,0.024809
30,-0.005883,0.258880,0.028646
31,-0.004141,0.006540,0.012134
32,-0.007198,0.095128,0.018790
33,-0.019251,0.463288,0.035509
34,-0.012550,0.943893,0.031031
35,-0.003031,0.008088,0.011933
36,-0.004090,0.006568,0.012722
37,-0.004335,0.010724,0.012462
38,-0.008988,0.011276,0.016596
39,-0.008546,0.254378,0.030275
40,-0.009244,0.040065,0.017154
41,-0.009102,0.012636,0.016984
42,-0.008703,0.130840,0.022966
43,-0.011637,0.459592,0.034407
44,-0.007267,0.026837,0.012094
45,-0.009976,0.020418,0.018157
46,-0.008566,0.162833,0.020152
47,-0.010313,0.091887,0.020006
48,-0.009649,0.375092,0.028337
49,-0.005020,0.011393,0.011403
50,-0.008246,0.603123,0.025739
51,-0.008499,0.014428,0.014331
52,-0.010289,0.038685,0.017842
53,-0.009465,0.041538,0.018723
54,-0.008804,0.307359,0.027805
55,-0.008552,0.137763,0.021459
56,-0.008296,0.323859,0.025322
57,-0.006754,0.291751,0.027607
58,-0.011552,1.179876,0.063018
59,-0.003072,0.014276,0.009496
60,-0.006006,0.115256,0.016635
61,-0.009384,0.618574,0.033593
62,-0.008881,1.567929,0.055655
63,-0.005438,0.013271,0.012984
64,-0.008303,0.012901,0.014974
65,-0.008772,0.251928,0.035880
66,0.002525,0.203126,0.019761
67,-0.008722,0.081894,0.018108
68,-0.009753,0.050217,0.020095
69,-0.010824,0.137426,0.021000
70,-0.007961,0.867961,0.039708
71,-0.007210,0.065477,0.017747
72,-0.009524,0.290161,0.031909
73,-0.007398,0.024747,0.015623
74,-0.009094,0.181736,0.030696
75,-0.009300,0.125179,0.027082
76,-0.006725,0.227170,0.026618
77,-0.007435,0.213340,0.016950
78,-0.016092,0.663658,0.018818
79,-0.008467,0.295262,0.023442
1,-0.008735,1.748250,0.023169
2,0.008981,5.708936,0.039595
3,-0.007809,2.408869,0.019933
4,-0.008584,1.560443,0.024036
5,-0.029737,2.354389,0.022778
6,-0.014012,2.533552,0.028236
7,0.005691,1.442125,0.014639
8,-0.009879,1.302265,0.020153
9,-0.007885,3.934196,0.047264
1,-0.005060,1.976578,9.689481
2,-0.005621,1.586307,9.341644
3,-0.006341,2.410903,10.359387
4,-0.006255,1.301871,9.442214
5,-0.006056,1.441979,10.096195
6,-0.005688,0.836518,9.523690
7,-0.005782,1.172405,8.856759
8,-0.005009,0.779984,8.774216
9,-0.006415,0.383461,9.822042
10,-0.005910,0.695592,10.588324
11,-0.005447,0.338524,10.164974
12,-0.006458,0.202565,10.288595
13,-0.005578,0.292361,8.396213
14,-0.005111,0.116148,9.173149
15,-0.006316,0.080887,10.076103
16,-0.005223,0.198642,9.562685
17,-0.006608,0.101509,10.312152
18,-0.007036,0.205517,8.187994
19,-0.005707,0.122242,9.993688
20,-0.005812,0.063617,10.303146
21,-0.004965,0.161392,8.422539
22,-0.005327,0.159696,9.418479
23,-0.007820,0.136985,10.234968
24,-0.005461,0.095491,9.765690
25,-0.005383,0.080758,9.185183
26,-0.005629,0.063147,9.421166
27,-0.006335,0.063061,10.135905
28,-0.005549,0.161687,9.604513
1,-0.067313,1.468500,48.261055
2,-0.059255,2.117150,27.677204
3,-0.063306,1.679924,33.789490
